model_id,fold,scope,seed,target_class,base_id,input_class,coefficient
fold1_stack_participant_C0.1_20260911,1,stack_participant_C0.1,20260911,medio,b19_ctx8,alto,-0.08144894148781466
fold1_stack_participant_C0.1_20260911,1,stack_participant_C0.1,20260911,medio,b20_ctx1,bajo,-0.15539874239338045
fold1_stack_participant_C0.1_20260911,1,stack_participant_C0.1,20260911,medio,b20_ctx1,medio,0.033079292956946865
fold1_stack_participant_C0.1_20260911,1,stack_participant_C0.1,20260911,medio,b20_ctx1,alto,0.2065067508465475
fold1_stack_participant_C0.1_20260911,1,stack_participant_C0.1,20260911,medio,b20_ctx8,bajo,-0.06519100141415801
fold1_stack_participant_C0.1_20260911,1,stack_participant_C0.1,20260911,medio,b20_ctx8,medio,0.02270748169763372
fold1_stack_participant_C0.1_20260911,1,stack_participant_C0.1,20260911,medio,b20_ctx8,alto,0.0523813423449637
fold1_stack_participant_C0.1_20260911,1,stack_participant_C0.1,20260911,medio,b21_ctx1,bajo,0.07260619843532738
fold1_stack_participant_C0.1_20260911,1,stack_participant_C0.1,20260911,medio,b21_ctx1,medio,-0.024701415372627395
fold1_stack_participant_C0.1_20260911,1,stack_participant_C0.1,20260911,medio,b21_ctx1,alto,-0.08992102491344778
fold1_stack_participant_C0.1_20260911,1,stack_participant_C0.1,20260911,medio,b21_ctx8,bajo,0.0990903703561775
fold1_stack_participant_C0.1_20260911,1,stack_participant_C0.1,20260911,medio,b21_ctx8,medio,-0.046525740436188116
fold1_stack_participant_C0.1_20260911,1,stack_participant_C0.1,20260911,medio,b21_ctx8,alto,-0.06384372859778745
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b15_ctx1,bajo,0.015529456000198253
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b15_ctx1,medio,-0.01519938195249458
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b15_ctx1,alto,-0.004329403319214445
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b15_ctx8,bajo,0.007016120276400965
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b15_ctx8,medio,-0.007103074279574241
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b15_ctx8,alto,-0.0010564171155003214
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b16_ctx1,bajo,-0.0005289172430297903
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b16_ctx1,medio,-0.015826183978223347
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b16_ctx1,alto,0.017760692208047945
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b16_ctx8,bajo,0.006593616192559094
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b16_ctx8,medio,0.00805421098794289
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b16_ctx8,alto,-0.015038755317003629
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b17_ctx1,bajo,-0.017805253366755532
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b17_ctx1,medio,0.00021972564664615734
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b17_ctx1,alto,0.02345454487459277
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b17_ctx8,bajo,-0.004021173746324313
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b17_ctx8,medio,0.020449518454543944
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b17_ctx8,alto,-0.014442229547766163
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b18_ctx1,bajo,-0.021943545468998387
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b18_ctx1,medio,0.005857998157171901
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b18_ctx1,alto,0.02353009846021848
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b18_ctx8,bajo,-0.010681035661921185
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b18_ctx8,medio,0.02282796543025513
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b18_ctx8,alto,-0.008998365315758448
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b19_ctx1,bajo,0.0030890518501199738
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b19_ctx1,medio,-0.016914984095842495
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b19_ctx1,alto,0.014720963927979006
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b19_ctx8,bajo,-0.011094177227073789
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b19_ctx8,medio,0.015852378627377924
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b19_ctx8,alto,-0.002468941124932981
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b20_ctx1,bajo,0.014240399997115545
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b20_ctx1,medio,-0.006217438236138276
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b20_ctx1,alto,-0.014526105931316927
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b20_ctx8,bajo,-0.005459934626430347
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b20_ctx8,medio,0.0032477850691363785
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b20_ctx8,alto,0.002998213899991559
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b21_ctx1,bajo,0.013926014018058666
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b21_ctx1,medio,0.004008394704462437
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b21_ctx1,alto,-0.031293764563328816
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b21_ctx8,bajo,0.013264835369698524
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b21_ctx8,medio,-0.015320818076594422
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,alto,b21_ctx8,alto,0.0027528142413818938
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b15_ctx1,bajo,-0.007901717385578873
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b15_ctx1,medio,-0.00486916355876207
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b15_ctx1,alto,0.018305907148329335
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b15_ctx8,bajo,0.018328867727783398
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b15_ctx8,medio,-0.013709305672855507
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b15_ctx8,alto,-0.0075579958709071264
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b16_ctx1,bajo,-0.001271167491055703
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b16_ctx1,medio,0.013775322159353781
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b16_ctx1,alto,-0.013072860901204556
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b16_ctx8,bajo,0.015640806165471522
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b16_ctx8,medio,-0.016933602552281195
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b16_ctx8,alto,-0.0016974493255324649
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b17_ctx1,bajo,0.009967296334968932
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b17_ctx1,medio,0.018603626805850402
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b17_ctx1,alto,-0.03157400944431004
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b17_ctx8,bajo,0.008921961199467289
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b17_ctx8,medio,-0.008645835596300814
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b17_ctx8,alto,-0.001962780849719575
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b18_ctx1,bajo,0.014547641432632001
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b18_ctx1,medio,0.01875969093958331
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b18_ctx1,alto,-0.03749618953811799
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b18_ctx8,bajo,0.00998880628601331
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b18_ctx8,medio,-0.010262266679714678
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b18_ctx8,alto,-0.0017411133451317147
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b19_ctx1,bajo,-0.0009271980788810524
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b19_ctx1,medio,0.00041555340764750466
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b19_ctx1,alto,0.000858592622914438
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b19_ctx8,bajo,0.035040410592211337
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b19_ctx8,medio,-0.03316582009819473
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b19_ctx8,alto,-0.008541991999331483
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b20_ctx1,bajo,-0.007151060948745948
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b20_ctx1,medio,-0.014541090610728407
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b20_ctx1,alto,0.03167467822849516
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b20_ctx8,bajo,0.021077811738897567
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b20_ctx8,medio,-0.02364486691904934
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b20_ctx8,alto,-0.00011343956283797671
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b21_ctx1,bajo,-0.031121330543092816
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b21_ctx1,medio,-0.006649877241402939
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b21_ctx1,alto,0.06622748648947731
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b21_ctx8,bajo,-0.04184845694777517
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b21_ctx8,medio,0.019120546037187984
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,bajo,b21_ctx8,alto,0.027619631305776337
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b15_ctx1,bajo,-0.007627738614619398
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b15_ctx1,medio,0.020068545511256662
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b15_ctx1,alto,-0.013976503829114912
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b15_ctx8,bajo,-0.02534498800418442
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b15_ctx8,medio,0.02081237995242979
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b15_ctx8,alto,0.008614412986407536
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b16_ctx1,bajo,0.0018000847340855798
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b16_ctx1,medio,0.0020508618188695687
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b16_ctx1,alto,-0.00468783130684339
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b16_ctx8,bajo,-0.022234422358030553
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b16_ctx8,medio,0.008879391564338361
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b16_ctx8,alto,0.01673620464253606
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b17_ctx1,bajo,0.007837957031786583
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b17_ctx1,medio,-0.01882335245249652
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b17_ctx1,alto,0.008119464569717209
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b17_ctx8,bajo,-0.004900787453143025
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b17_ctx8,medio,-0.011803682858243061
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b17_ctx8,alto,0.01640501039748576
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b18_ctx1,bajo,0.007395904036366368
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b18_ctx1,medio,-0.024617689096755227
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b18_ctx1,alto,0.013966091077899468
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b18_ctx8,bajo,0.000692229375907862
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b18_ctx8,medio,-0.012565698750540422
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b18_ctx8,alto,0.010739478660890221
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b19_ctx1,bajo,-0.0021618537712388844
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b19_ctx1,medio,0.016499430688195007
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b19_ctx1,alto,-0.015579556550893313
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b19_ctx8,bajo,-0.023946233365137487
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b19_ctx8,medio,0.01731344147081672
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b19_ctx8,alto,0.01101093312426449
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b20_ctx1,bajo,-0.007089339048369738
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b20_ctx1,medio,0.020758528846866672
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b20_ctx1,alto,-0.017148572297178286
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b20_ctx8,bajo,-0.015617877112467328
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b20_ctx8,medio,0.02039708184991289
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b20_ctx8,alto,-0.0028847743371535387
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b21_ctx1,bajo,0.017195316525034105
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b21_ctx1,medio,0.0026414825369405156
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b21_ctx1,alto,-0.0349337219261484
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b21_ctx8,bajo,0.02858362157807648
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b21_ctx8,medio,-0.003799727960593641
fold1_stack_global_C0.001_20260912,1,stack_global_C0.001,20260912,medio,b21_ctx8,alto,-0.030372445547158337
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b15_ctx1,bajo,0.04996093801158131
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b15_ctx1,medio,-0.05153080036822063
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b15_ctx1,alto,-0.010565775943332469
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b15_ctx8,bajo,0.053812820945547735
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b15_ctx8,medio,-0.070839258950175
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b15_ctx8,alto,0.008093204259384389
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b16_ctx1,bajo,0.036473430128036076
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b16_ctx1,medio,-0.0727334637342792
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b16_ctx1,alto,0.028009174639123585
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b16_ctx8,bajo,0.0928892034494575
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b16_ctx8,medio,-0.03797999887255636
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b16_ctx8,alto,-0.06908542713687306
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b17_ctx1,bajo,-0.04145630199678192
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b17_ctx1,medio,0.0325879832526907
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b17_ctx1,alto,0.023016910839936337
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b17_ctx8,bajo,0.010019827671669415
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b17_ctx8,medio,0.027656587413137226
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b17_ctx8,alto,-0.036803198065060785
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b18_ctx1,bajo,-0.057076367570179545
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b18_ctx1,medio,0.06444385539340682
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b18_ctx1,alto,0.013618583415399359
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b18_ctx8,bajo,-0.04341974328138896
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b18_ctx8,medio,0.03389627295164868
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b18_ctx8,alto,0.01738194373437306
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b19_ctx1,bajo,0.011431233531880873
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b19_ctx1,medio,-0.06262802782166352
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b19_ctx1,alto,0.054513280599942794
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b19_ctx8,bajo,-0.07611546216345885
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b19_ctx8,medio,0.07935229810152412
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b19_ctx8,alto,0.01148971199518547
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b20_ctx1,bajo,0.007556174947251894
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b20_ctx1,medio,0.015394926019710374
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b20_ctx1,alto,-0.03351058135021938
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b20_ctx8,bajo,-0.08110979502032084
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b20_ctx8,medio,0.07427864917373193
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b20_ctx8,alto,0.017678657479463657
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b21_ctx1,bajo,-0.004602079200501947
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b21_ctx1,medio,0.03699418425456657
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b21_ctx1,alto,-0.051200134320671976
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b21_ctx8,bajo,0.04472616027258876
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b21_ctx8,medio,-0.05457549856411669
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,alto,b21_ctx8,alto,0.012906844217646166
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b15_ctx1,bajo,-0.012210558881440618
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b15_ctx1,medio,-0.004645293759216942
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b15_ctx1,alto,0.0246095853192716
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b15_ctx8,bajo,0.007296746701781593
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b15_ctx8,medio,0.02139907684445799
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b15_ctx8,alto,-0.029596859771085775
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b16_ctx1,bajo,-0.051912320837244764
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b16_ctx1,medio,0.05960967839242817
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b16_ctx1,alto,0.007391054878208604
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b16_ctx8,bajo,-0.040631160221077114
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b16_ctx8,medio,0.006236575034640589
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b16_ctx8,alto,0.0400015216640548
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b17_ctx1,bajo,0.0106581951429446
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b17_ctx1,medio,0.03888165995680305
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b17_ctx1,alto,-0.052464794975530075
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b17_ctx8,bajo,-0.03322367064950898
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b17_ctx8,medio,0.03177611126443737
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b17_ctx8,alto,0.007697284045187076
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b18_ctx1,bajo,0.051278638844370464
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b18_ctx1,medio,0.01835759026332141
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b18_ctx1,alto,-0.0859763769695045
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b18_ctx8,bajo,0.020628052471232155
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b18_ctx8,medio,-0.011971091992565972
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b18_ctx8,alto,-0.012043757836879828
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b19_ctx1,bajo,-0.020792642543134038
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b19_ctx1,medio,-0.003741556550256748
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b19_ctx1,alto,0.0340393211384237
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b19_ctx8,bajo,0.11106851476414455
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b19_ctx8,medio,-0.11776251508344411
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b19_ctx8,alto,-0.01486079417459553
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b20_ctx1,bajo,0.04992176885375142
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b20_ctx1,medio,-0.06775537896459147
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b20_ctx1,alto,0.012512945317718453
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b20_ctx8,bajo,0.11600721626098255
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b20_ctx8,medio,-0.11680652772037231
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b20_ctx8,alto,-0.014378395823241073
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b21_ctx1,bajo,-0.03141432735433279
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b21_ctx1,medio,-0.025034191505314395
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b21_ctx1,alto,0.0962764428305342
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b21_ctx8,bajo,-0.14148576265044038
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b21_ctx8,medio,0.10765418467355474
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,bajo,b21_ctx8,alto,0.03993191224601402
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,medio,b15_ctx1,bajo,-0.0377503791301409
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,medio,b15_ctx1,medio,0.05617609412743845
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,medio,b15_ctx1,alto,-0.01404380937593929
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,medio,b15_ctx8,bajo,-0.06110956764732974
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,medio,b15_ctx8,medio,0.049440182105717316
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,medio,b15_ctx8,alto,0.02150365551170117
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,medio,b16_ctx1,bajo,0.015438890709208475
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,medio,b16_ctx1,medio,0.01312378534185123
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,medio,b16_ctx1,alto,-0.03540022951733262
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,medio,b16_ctx8,bajo,-0.0522580432283805
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,medio,b16_ctx8,medio,0.03174342383791565
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,medio,b16_ctx8,alto,0.029083905472818628
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,medio,b17_ctx1,bajo,0.030798106853837347
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,medio,b17_ctx1,medio,-0.07146964320949448
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,medio,b17_ctx1,alto,0.029447884135594116
fold1_stack_global_C0.01_20260912,1,stack_global_C0.01,20260912,medio,b17_ctx8,bajo,0.023203842977838722
